index,programming_languages,tools_and_technologies,soft_skills,years_experience_min,experience_level
426,"['JavaScript', 'Swift', 'Python']","['Machine Learning/Artificial Intelligence', 'AR/VR (Augmented Reality/Virtual Reality)', 'Mobile Development', 'Software Development', 'Other']","['Detail-oriented', 'Analytical', 'Methodical', 'Creative thinking', 'Organizational skills', 'Communication skills', 'Problem-solving']",3.0,mid
427,[],[],"['Leadership', 'Organizational skills', 'Coordination skills', 'Multi-tasking', 'Written communication', 'Oral communication']",2.0,mid
428,"['Swift', 'C++', 'Java', 'Other']","['Software Development', 'Mobile Development']","['Collaborative work', 'Improving designs and code']",,not specified
429,['Java'],"['DevOps', 'Database Management', 'Cloud Computing', 'Web Development', 'Other']","['Analytical skills', 'Problem-solving', 'Teamwork']",,not specified
430,"['JavaScript', 'Other']","['Web Development', 'Other']",[],5.0,senior
431,[],"['Networking', 'Other']","['Detail-oriented', 'Analytical', 'Methodical', 'Creative thinking', 'Inquisitive', 'Ability to investigate and debug', 'Adaptable in a fast-paced environment']",5.0,senior
432,"['C++', 'Other']","['Software Development', 'Other']",[],,not specified
433,"['Java', 'Python', 'Ruby', 'C++', 'Other']","['Web Development', 'Other']","['Communication', 'Teamwork', 'Mentorship', 'Debugging']",,senior
434,"['JavaScript', 'Swift', 'C++', 'Other']",[],"['Excellent communication and collaboration', 'Willingness to ask for help and learn from others', 'Passion for building consumer products']",,not specified
435,"['C++', 'Other']","['Machine Learning/Artificial Intelligence', 'AR/VR (Augmented Reality/Virtual Reality)', 'Other']","['problem analysis', 'problem solving', 'communication', 'collaboration']",,not specified
436,"['Scala', 'Java', 'Python', 'Ruby', 'Go', 'C++']","['Data Analytics', 'Database Management', 'Cloud Computing', 'Machine Learning/Artificial Intelligence', 'Software Development', 'Other']","['Interpersonal skills', 'Collaboration']",5.0,senior
437,['Java'],"['Data Analytics', 'Database Management', 'Cloud Computing', 'Web Development', 'Other']","['Mentoring', 'Collaboration', 'Coding Standards', 'Re-architecting']",5.0,senior
438,"['Python', 'Java']","['Data Analytics', 'Other']","['Analytical skills', 'Critical thinking', 'Communication skills', 'Data-driven mindset']",,senior
439,['Java'],['Web Development'],"['problem solving', 'critical thinking', 'communication']",3.0,mid
440,"['JavaScript', 'Java']","['DevOps', 'Database Management', 'Software Development', 'Web Development', 'Other']","['Team player', 'Taking responsibility', 'Ownership', 'Analytical skills', 'Problem solving']",,not specified
441,"['Swift', 'Other']","['Machine Learning/Artificial Intelligence', 'Software Development', 'Other']","['Cross-functional team experience', 'Interest in learning', 'Interest in design', 'Interest in prototyping', 'Interest in health industry', 'Entrepreneurial/startup mindset']",6.0,senior
442,[],"['Internet of Things (IoT)', 'Software Development', 'Other']","['Strong debug skills', 'Lab skills', 'Familiarity with measurement techniques']",5.0,senior
443,['Java'],"['Web Development', 'Data Analytics', 'Cloud Computing', 'Database Management']","['Mentoring', 'Collaboration', 'Design and Architecture']",5.0,senior
444,"['C++', 'Other']",['Other'],[],,not specified
445,[],"['Other', 'Mobile Development']","['Creative thinking', 'Problem-solving', 'User-focused design', 'Communication skills', 'Organization', 'Motivation', 'Adaptability']",5.0,senior
446,"['JavaScript', 'Other', 'Java']","['Software Development', 'Mobile Development', 'Other']","['Strong verbal and written communication', 'Flexibility', 'Ability to adapt', 'Work independently', 'Cross-functional communication']",1.0,mid
447,"['Python', 'C++', 'Swift', 'Other']","['DevOps', 'Software Development', 'Other']","['Strong written and verbal communication', 'Upbeat and adaptable attitude', 'Results-oriented', 'Excellent judgment and integrity', 'Passion and dedication', 'Commitment to supporting teams']",,not specified
448,['Java'],"['DevOps', 'Database Management', 'Cloud Computing', 'Web Development', 'Other']","['Analytical skills', 'Problem solving', 'Cross-functional teamwork']",,not specified
449,['Java'],"['Web Development', 'Software Development']","['Problem solving', 'Critical thinking', 'Communication']",5.0,not specified
450,"['Scala', 'Java', 'Python', 'Ruby', 'C++']","['Software Development', 'Other']",['Excellent communication skills'],4.0,senior
451,"['Python', 'C++', 'Other']","['Data Analytics', 'Machine Learning/Artificial Intelligence', 'Other']","['Excellent interpersonal and collaboration skills', 'Demonstrated ability to quickly learn and modify large, existing code bases', 'Enthusiasm for continuing to learn state-of-the-art techniques in machine learning']",3.0,senior
452,"['JavaScript', 'Other', 'Java']","['Mobile Development', 'Software Development', 'Other']","['Strong verbal and written communication', 'Flexibility', 'Ability to adapt to changing requirements', 'Ability to work independently', 'Cross-functional communication', 'Information seeking']",4.0,mid
453,['Java'],"['DevOps', 'Database Management', 'Software Development', 'Web Development', 'Other']","['Communication', 'Technical leadership', 'Mentoring', 'Risk-based decision making']",10.0,senior
454,"['Other', 'Java']","['Cloud Computing', 'Software Development', 'Database Management', 'Other']",[],,not specified
455,"['Python', 'C++', 'Swift', 'Other']","['Software Development', 'Other']","['excellent judgment', 'integrity', 'timely decision-making', 'sound decision-making']",2.0,not specified
456,"['JavaScript', 'Other', 'Java']","['Data Analytics', 'DevOps', 'Database Management', 'Cloud Computing', 'Software Development', 'Web Development', 'Networking', 'Other']","['Networking', 'Learning', 'Cross-functional Team Influence', 'Written Communication', 'Verbal Communication', 'Organizational Skills', 'Planning']",,senior
457,[],"['Machine Learning/Artificial Intelligence', 'Software Development']","['ability to understand technical concepts', 'executive summarization', 'collaboration', 'communication', 'presentation skills', 'visualization']",5.0,senior
458,[],['Other'],"['Innovative Thinking', 'Critical Thinking', 'Troubleshooting', 'Collaboration', 'Written Communication', 'Verbal Communication', 'Team Motivation']",,senior
459,"['C++', 'Other']",['Other'],"['Problem Solving', 'Teamwork', 'Verbal Communication', 'Written Communication', 'Self-motivation', 'Discipline']",3.0,mid
460,[],[],"['Creative thinking', 'Critical thinking', 'Collaboration', 'Curiosity', 'Information filtering', 'Attention to detail', 'Communication', 'Presentation skills']",,mid
461,"['Python', 'Perl', 'Shell', 'Ruby', 'C++', 'Other']","['Software Development', 'Networking', 'Other']","['Excellent debugging skills', 'Strong written and verbal communication', 'Self-motivated', 'Excellent time management', 'Visionary spirit']",7.0,senior
462,"['JavaScript', 'Java']","['Data Analytics', 'DevOps', 'Database Management', 'Cloud Computing', 'Web Development', 'Other']","['analytical', 'problem solving', 'cross-functional teamwork']",,not specified
463,"['Swift', 'C++', 'Other']","['Other', 'Mobile Development']",['Ability to work collaboratively'],,not specified
464,"['Swift', 'Other']",['Mobile Development'],"['problem solving', 'critical thinking', 'attention to detail']",,not specified
465,"['Java', 'Other']",['Mobile Development'],"['Problem solving', 'Critical thinking', 'Communication', 'Ability to learn new skills', 'Prioritization', 'Judgment and integrity', 'Focus', 'Adaptability', 'Positive attitude', 'Passion', 'Dedication', 'Creativity']",,not specified
466,"['Scala', 'Java']","['Data Analytics', 'Database Management', 'Cloud Computing', 'Software Development', 'Web Development']","['Independent learning', 'Project leadership', 'Creative mindset', 'Customer-focused', 'Automation advocacy']",5.0,senior
467,"['Python', 'Other']","['Networking', 'Mobile Development', 'Database Management', 'Other']","['Teamwork', 'Enthusiasm for Computer Science']",3.0,mid
468,['Other'],['Software Development'],[],,not specified
469,[],"['Other', 'Mobile Development']","['leadership', 'dynamic team collaboration', 'strong communication skills']",,not specified
470,['Other'],"['Human-Computer Interaction', 'Software Development', 'Networking', 'Other']","['Calm under pressure', 'Flexibility in ambiguity', 'Self-motivation', 'High energy', 'Creative thinking', 'Critical thinking', 'Excellent communication skills', 'Interpersonal skills', 'Collaboration', 'Negotiation']",1.0,mid
471,"['Python', 'Other']","['Software Development', 'Other']","['goal setting', 'motivation', 'technical innovation', 'critical thinking', 'troubleshooting', 'collaboration', 'communication']",,not specified
472,"['Python', 'Shell', 'Other']",['Other'],"['Troubleshooting', 'Automation']",5.0,senior
473,"['JavaScript', 'Java']","['DevOps', 'Database Management', 'Software Development', 'Web Development', 'Other']","['Teamwork', 'Responsibility', 'Ownership', 'Analytical skills', 'Problem solving']",,mid
474,"['Python', 'Shell', 'Perl', 'Ruby', 'Go']","['DevOps', 'Cloud Computing', 'Software Development', 'Web Development', 'Other']",[],,not specified
475,"['Other', 'C++', 'Java']","['Database Management', 'Other']","['Analytical skills', 'Problem solving', 'Written communication', 'Interpersonal skills', 'Leadership', 'Team collaboration']",,senior
476,['Other'],"['Software Development', 'Networking', 'Other']",['Debugging'],5.0,senior
477,"['Ruby', 'Python', 'C++', 'Java']","['DevOps', 'Mobile Development', 'Software Development', 'Other']","['Debugging', 'Interpersonal skills', 'Leadership', 'Gathering requirements', 'Technical specifications', 'Collaboration']",,not specified
478,"['C++', 'Other']","['Other', 'Mobile Development']","['Project Completion', 'Accountability', 'Product Ownership', 'Task Prioritization', 'Adaptability', 'Judgment', 'Integrity', 'Writing Skills', 'Interpersonal Skills', 'Focus', 'Positive Attitude']",,not specified
479,"['Scala', 'Java', 'Python', 'Ruby', 'C++']","['Software Development', 'Other']",['Excellent communication skills'],4.0,senior
480,"['JavaScript', 'Swift', 'Python']","['Machine Learning/Artificial Intelligence', 'AR/VR (Augmented Reality/Virtual Reality)', 'Mobile Development', 'Software Development', 'Other']","['Detail-oriented', 'Analytical', 'Creative thinker', 'Organizational skills', 'Communication skills', 'Problem solver', 'Adaptable', 'Inquisitive']",3.0,mid
481,[],"['Web Development', 'Data Analytics', 'Mobile Development', 'Other']","['Written communication', 'Verbal communication']",7.0,senior
482,"['Python', 'C++', 'Other']","['Software Development', 'Other']",['Understanding specs & requirements'],,not specified
483,"['C++', 'Java', 'Other']","['Data Analytics', 'Machine Learning/Artificial Intelligence', 'Software Development', 'Web Development', 'Networking']","['Interpersonal skills', 'Collaboration skills', 'Enthusiasm for learning']",,not specified
484,"['Java', 'Python', 'Perl', 'Go', 'C++']","['Data Analytics', 'Machine Learning/Artificial Intelligence', 'Other']",[],,not specified
485,"['Go', 'Python', 'Other']","['DevOps', 'Cloud Computing', 'Software Development', 'Networking', 'Other']","['Strong attention to detail', 'Passion for development', 'Ability to learn new technologies quickly', 'Strong verbal and written skills', 'Team oriented', 'Collaboration skills', 'Focus on quality and resilience']",,not specified
486,"['JavaScript', 'Other']","['DevOps', 'Database Management', 'Software Development', 'Web Development', 'Other']","['Ability to multi-task', 'Manage tasks with varying priorities', 'Work independently', 'Brainstorm and communicate ideas', 'Excellent verbal and written communication', 'Willingness to learn new technologies', 'Comfortable in dispersed teams', 'Team leadership']",9.0,senior
487,['Java'],"['Web Development', 'Software Development', 'Mobile Development', 'Other']","['Team management', 'Communication', 'Leadership', 'Presentation', 'Analytical skills', 'Critical thinking', 'Attention to detail', 'Dedication to quality', 'Innovative thinking', 'Partnership building']",5.0,senior
