index,programming_languages,tools_and_technologies,soft_skills,years_experience_min,experience_level
766,"[""C"", ""Assembly"", ""Python""]","[""RTOS"", ""uboot"", ""JTAG"", ""ARM architecture"", ""X86 architecture""]","[""Highly motivated"", ""Self-directed"", ""Quick learner""]",,not specified
767,"[""Java"", ""C++"", ""C#"", ""Android""]","[""Cocoa"", ""Win32"", ""Windows""]","[""problem solving"", ""critical thinking"", ""communication""]",,not specified
768,"[""C"", ""Assembly""]","[""Low Level Embedded Software"", ""Firmware Architecture"", ""DSP Processors"", ""ARM Micro-controllers""]","[""Problem Solving"", ""Debugging Skills"", ""Independence"", ""Motivation"", ""Interpersonal Skills""]",3.0,not specified
769,"[""Java"", ""scripting languages""]","[""middleware"", ""queue and transport mechanisms"", ""JVM Tuning"", ""Unix""]",[],,not specified
770,"[""Java"", ""Scripting languages""]","[""Middleware configuration and tuning"", ""Queue mechanisms"", ""Transport mechanisms"", ""Data persistence"", ""Data replication"", ""TLS"", ""Data encryption"", ""Data security"", ""SSL"", ""Certificates"", ""JVM tuning"", ""Unix performance monitoring and tuning""]",[],,not specified
771,"[""C"", ""C++""]","[""Kernel drivers"", ""Embedded firmware"", ""Micro-controller development"", ""Wireless charging standards (Qi, PMA)""]","[""Innovative thinking"", ""Critical thinking"", ""Troubleshooting"", ""Collaboration"", ""Written communication"", ""Verbal communication"", ""Professionalism"", ""Ability to deliver on tight schedules""]",,not specified
772,[],"[""macOS architecture"", ""software development""]","[""communication skills"", ""self-motivated"", ""creative thinking"", ""critical thinking""]",5.0,senior
773,"[""R"", ""Python""]","[""MySQL"", ""Hadoop Map/Reduce"", ""R or other statistics packages""]","[""Excellent written and verbal communication"", ""Ability to learn new technologies"", ""Quickly grasp complex problems""]",,senior
774,"[""Perl"", ""Shell scripting""]","[""macOS"", ""iOS"", ""UNIX""]","[""Software debugging""]",,not specified
775,"[""C"", ""C++""]","[""Unix"", ""Linux"", ""macOS"", ""kernel-mode device driver development""]","[""software design"", ""problem-solving"", ""debugging""]",,not specified
776,"[""C"", ""C++""]","[""OOP"", ""driver development"", ""operating system development"", ""RTOS"", ""compilers"", ""linkers"", ""source code management"", ""hardware engineering schematics""]","[""highly motivated"", ""self-directed"", ""quick learner""]",,not specified
777,"[""C"", ""Assembly"", ""Python""]","[""uboot"", ""Jtag"", ""RTOS"", ""ARM"", ""X86 architectures""]","[""Highly motivated"", ""Self-directed"", ""Quick learner""]",,not specified
778,"[""C""]","[""Operating Systems"", ""Applied Cryptography""]","[""Teamwork"", ""Professionalism"", ""Cross-functional collaboration""]",,not specified
779,"[""C"", ""C++""]","[""GPU architectures"", ""graphics APIs"", ""compute APIs""]","[""Collaborative work"", ""Software design skills""]",,not specified
780,"[""Bash"", ""Python"", ""Go"", ""Ruby""]","[""Jenkins"", ""GoCD"", ""Concourse"", ""TeamCity"", ""Job DSL"", ""Jenkinsfiles"", ""deb"", ""dmg"", ""Artifactory"", ""Aptly"", ""Bazel"", ""Gradle"", ""Blaze"", ""Buck"", ""Pants"", ""Chef"", ""Puppet"", ""Ansible"", ""Linux"", ""macOS""]","[""System management"", ""CI/CD management"", ""Artifact management"", ""Incremental code testing"", ""Deployment skills""]",,senior
781,"[""Java""]","[""scripting languages"", ""middleware"", ""queue mechanisms"", ""transport mechanisms"", ""TLS"", ""data encryption"", ""SSL"", ""JVM"", ""Unix""]",[],,not specified
782,[],"[""Agile"", ""Scrum"", ""Kanban""]","[""Project management"", ""Communication"", ""Problem-solving"", ""Team collaboration"", ""Report generation""]",5.0,senior
783,"[""Java"", ""PL/SQL""]","[""SOAPUI"", ""TestNG"", ""Selenium"", ""JSON/XML"", ""Rest & SOAP"", ""Oracle DB"", ""Unix"", ""Continuous Integration (CI)"", ""BDD (Behavior Driven Frameworks)"", ""DevOps"", ""EAI/JMS""]","[""Self-motivated"", ""Independent"", ""Dedicated"", ""Outstanding collaboration"", ""Organizational skills"", ""Excellent written and verbal communication""]",5.0,senior
784,"[""Python"", ""C++""]","[""Robot Operating System (ROS)"", ""Gazebo"", ""Simulation Platforms""]","[""Team collaboration"", ""Problem-solving"", ""Communication""]",,not specified
785,"[""R"", ""Python""]","[""MySQL"", ""Relational Databases""]","[""Excellent written and verbal communication"", ""Ability to learn new technologies"", ""Quickly grasp complex problems""]",,senior
786,"[""C"", ""C++""]","[""Embedded development"", ""DRM"", ""ARM TrustZone"", ""Intel SGX""]",[],,not specified
787,[],"[""robot simulation technologies""]","[""collaboration"", ""decision making""]",,not specified
788,"[""C""]","[""Low Level Embedded Software"", ""Firmware Development"", ""Display Port"", ""USB"", ""Thunderbolt""]","[""Problem Solving"", ""Debugging""]",3.0,not specified
789,"[""C"", ""C++"", ""Python"", ""Objective-C""]","[""Unix"", ""Linux"", ""Mac OS X"", ""Cocoa"", ""Embedded Systems"", ""Multithreading""]","[""Effective interpersonal skills"", ""Proven debugging ability""]",,not specified
790,"[""Perl"", ""Python"", ""Ruby""]","[""iOS"", ""macOS"", ""UNIX""]","[""Troubleshooting"", ""Debugging"", ""Written communication"", ""Verbal communication""]",,not specified
791,"[""C"", ""C++"", ""Perl"", ""Python"", ""Verilog"", ""VHDL""]","[""Applied Cryptography"", ""Threat Modeling"", ""Weaknesses Analysis"", ""Microprocessor Architecture"", ""SoC Architecture"", ""OS Security""]","[""Excellent communication skills"", ""Ability to independently pursue new ideas and innovations""]",5.0,senior
792,"[""Lua""]","[""ModSecurity"", ""OWASP Rulesets"", ""Apache"", ""Nginx"", ""Apache Traffic Server"", ""TLS"", ""SSL""]","[""Dedicated and self-motivated"", ""Good people skills"", ""Good oral and written interpersonal skills""]",,not specified
793,[],"[""Salesforce"", ""SAP"", ""ERP"", ""TIBCO"", ""Mulesoft""]","[""Problem solving"", ""Debugging"", ""Effective communication"", ""Interpersonal skills"", ""Result oriented"", ""Deadline driven""]",8.0,senior
794,"[""Unix""]","[""Build and Release Engineering"", ""Release Management"", ""Project Management""]","[""Self-motivation"", ""Proactive"", ""Creative thinking"", ""Critical thinking"", ""Verbal communication"", ""Written communication"", ""Cross-functional collaboration""]",,not specified
795,"[""C"", ""C++""]","[""ARM"", ""Embedded Processors"", ""JTAG"", ""SWD"", ""Oscilloscopes"", ""Logic Analyzers"", ""macOS"", ""Unix"", ""Linux"", ""LCD"", ""OLED"", ""Signal Processing""]",[],5.0,mid
796,[],"[""macOS"", ""iOS"", ""Apple ecosystem"", ""UI Automation""]","[""Focus"", ""Prioritization"", ""Upbeat"", ""Adaptable"", ""Results oriented"", ""Passion"", ""Dedication"", ""Excellent judgment"", ""Integrity"", ""Sound decision-making""]",1.0,not specified
797,[],"[""internationalization"", ""localization"", ""translation management systems""]","[""cross-functional communication"", ""influence skills"", ""strong written and verbal communication"", ""problem-solving"", ""initiative"", ""self-motivation""]",3.0,senior
798,"[""C"", ""C++"", ""Python"", ""Objective-C""]","[""Unix command line"", ""Mac OS X"", ""Cocoa""]","[""Interpersonal skills"", ""Debugging ability""]",,not specified
799,"[""C"", ""C++"", ""Swift"", ""Objective-C""]","[""Apple development tools"", ""Machine learning"", ""Low-level software"", ""Computer architecture""]","[""Creative"", ""Collaborative"", ""Product-focused"", ""Excellent communication""]",,not specified
800,"[""JavaScript""]","[""REST"", ""Gateway API"", ""JavaScript Frameworks"", ""JQuery"", ""Angular"", ""Big Data technologies"", ""Spark"", ""Kafka"", ""Hadoop"", ""Test Driven Development"", ""Lean/Agile""]","[""Passionate about data"", ""Highly motivated"", ""Disciplined"", ""Go-getter""]",,not specified
801,"[""Python"", ""Bash"", ""Perl"", ""Ruby""]","[""Xcode Server"", ""Jenkins""]","[""Analytical skills"", ""Problem-solving"", ""Self-motivation"", ""Detail-oriented"", ""Communication skills""]",,not specified
802,"[""Python"", ""Java""]","[""Apache software stack"", ""Spark"", ""HBase"", ""UNIX-type OS"", ""Linux"", ""Mac OS""]","[""Problem-solving"", ""Analytic skills"", ""Interpersonal skills"", ""Collaboration"", ""Curiosity"", ""Desire to learn""]",,not specified
803,"[""C"", ""C++""]","[""embedded software development"", ""multi-thread software"", ""RTOS"", ""camera pipeline"", ""hardware components""]","[""passion for development""]",,not specified
804,"[""C"", ""C++"", ""Perl"", ""Python"", ""Ruby""]","[""CPU architecture"", ""micro-architecture"", ""security threat assessment"", ""applied cryptography"", ""OS internals"", ""compiler technologies"", ""JIT/JavaScript""]","[""problem-solving"", ""idea validation""]",5.0,senior
805,"[""Java"", ""J2EE"", ""JavaScript""]","[""Spring"", ""Spring Security"", ""Spring MVC"", ""Spring Data"", ""JPA"", ""Hibernate"", ""OWASP"", ""Web Services"", ""AngularJS"", ""VueJS"", ""jQuery"", ""Bootstrap"", ""JUnit"", ""Splunk"", ""SVN"", ""Git"", ""Maven"", ""Gradle""]","[""Leadership"", ""Communication"", ""Troubleshooting"", ""Self-starter"", ""Forward-thinking""]",,senior
806,[],"[""developer-facing frameworks"", ""libraries"", ""UI software""]",[],5.0,senior
807,"[""Python""]","[""SystemVerilog"", ""VHDL"", ""OpenGL"", ""OpenCL"", ""Metal API""]","[""Teamwork"", ""Communication"", ""Self-motivation"", ""Organization""]",,mid
808,"[""C"", ""C++""]","[""Video Processing"", ""GPU programming"", ""HDR pipeline"", ""Color Science"", ""Embedded Real Time Multitasking Software System""]","[""software design"", ""problem solving"", ""debugging"", ""written communication"", ""oral communication""]",3.0,mid
809,"[""Java"", ""Python""]","[""Test automation frameworks"", ""Mobile testing"", ""Splunk"", ""SQL"", ""NoSQL"", ""iOS"", ""macOS"", ""Shell scripting"", ""Bug tracking systems""]","[""Strong teamwork skills"", ""Excellent written and verbal communication"", ""Flexibility to respond to a dynamic environment"", ""Able to juggle multiple projects""]",4.0,senior
810,"[""C"", ""C++""]","[""Embedded development"", ""DRM"", ""TrustZone"", ""Op-tee"", ""GlobalPlatform""]",[],3.0,mid
811,"[""C"", ""C++"", ""Java"", ""Python""]","[""Metal"", ""OpenGL"", ""DirectX"", ""WireShark"", ""audio/video codecs"", ""machine learning""]","[""communication"", ""collaboration"", ""problem solving"", ""analytical thinking""]",5.0,senior
812,"[""Python"", ""Ruby"", ""JavaScript"", ""UNIX Shell"", ""Bash"", ""C"", ""C++"", ""Objective-C""]","[""macOS"", ""Migration Assistant"", ""UNIX command line tools"", ""Jenkins""]","[""Adaptability"", ""Curiosity"", ""Problem-solving"", ""Communication"", ""Leadership""]",,not specified
813,"[""Python"", ""JavaScript"", ""Ruby"", ""Objective-C"", ""Swift"", ""C++""]","[""Unix"", ""Unix shell scripting""]","[""Communication"", ""Problem-solving"", ""Attention to detail""]",,not specified
814,"[""C/C++"", ""Python"", ""Swift"", ""Objective-C""]","[""machine learning libraries/packages"", ""Apple development tools""]","[""Passion for software architecture"", ""Creative"", ""Collaborative"", ""Product-focused"", ""Excellent communication skills""]",,not specified
815,"[""Unix""]","[""Build and Release Engineering"", ""Release Management""]","[""Creative thinking"", ""Critical thinking"", ""Verbal communication"", ""Written communication"", ""Cross-functional collaboration"", ""Self-motivation""]",,not specified
816,[],"[""system-based silicon validation"", ""soc architectures"", ""on-chip debug features"", ""trace and scan"", ""hardware or software-based coverage metrics"", ""lab equipment""]","[""strong written and verbal communication skills"", ""ability to work well on a team"", ""take responsibility"", ""motivate self and others""]",5.0,senior
817,[],"[""ITIL"", ""SDLC"", ""Agile Methodology"", ""Scrum"", ""Apple office productivity applications""]","[""Interpersonal skills"", ""Leadership"", ""Collaboration"", ""Facilitation"", ""Negotiation"", ""Conflict management"", ""Business insight"", ""Conceptual thinking"", ""Oral and written communication"", ""Multitasking"", ""Prioritization"", ""Relationship management"", ""Self-starter"", ""Forward-thinking""]",,mid
818,"[""Python"", ""Shell scripting""]","[""Automation tools"", ""Benchmarking tools"", ""Engineering fundamentals""]","[""Analytical thinking"", ""Problem solving"", ""Collaboration"", ""Leadership""]",3.0,mid
819,"[""C"", ""Assembly""]","[""UNIX command line"", ""Scripting"", ""Kernel programming"", ""Device driver programming"", ""Silicon chip bringup"", ""Validation and debug"", ""SoC and IP design flows"", ""Lab measurement and analytical equipment""]","[""Hands-on debug and problem-solving"", ""Patient and disciplined problem-solving"", ""Clear and concise interpersonal skills"", ""Effective collaboration across teams""]",,not specified
820,"[""C"", ""Assembly""]","[""UNIX system programming"", ""Kernel programming"", ""Device driver programming"", ""Silicon chip bringup"", ""Validation and debug"", ""UNIX command line"", ""Scripting""]","[""Problem-solving"", ""Interpersonal skills"", ""Collaboration""]",,not specified
821,"[""JavaScript"", ""SQL""]","[""SAPUI5"", ""SAP Fiori Apps"", ""jQuery"", ""HTML DOM"", ""HTML5"", ""CSS3"", ""ODATA"", ""JSON"", ""AJAX"", ""D3JS"", ""HTTP"", ""REST"", ""Java"", ""JEE"", ""Spring"", ""Oracle"", ""Tomcat"", ""SAP WEBIDE"", ""Eclipse"", ""S/4 HANA"", ""SAP NW Gateway"", ""Fiori Launchpad"", ""SAP Cloud Portal""]","[""UI Design principles"", ""Design Thinking""]",8.0,senior
822,"[""C"", ""C++""]","[""HLK"", ""WHQL"", ""Visual Studio"", ""Windows Test Automation"", ""WDF""]","[""Strong written and verbal communication"", ""Advocacy for user needs"", ""Hands-on approach"", ""Willingness to take on new challenges""]",,not specified
823,"[""Python""]","[""Machine Learning Libraries"", ""Deep Learning/Neural Networks"", ""Software Architecture"", ""API Development""]","[""Creative"", ""Collaborative"", ""Product-focused"", ""Excellent Communication""]",,not specified
824,"[""Verilog""]","[""RTL Logic Design"", ""ASICs"", ""Front End Tools"", ""FPGA"", ""Micro-architecture"", ""Secure Systems"", ""ECC"", ""RSA"", ""AES"", ""SHA"", ""RNG""]",[],,not specified
825,"[""C"", ""C++"", ""Objective-C"", ""Python"", ""Perl"", ""Shell Scripting""]","[""Automated build systems"", ""Test systems"", ""OS X"", ""UNIX""]","[""Collaboration"", ""Clear communication"", ""Project management""]",,not specified
826,[],"[""SW and HW lifecycle"", ""test methodologies"", ""automation tools"", ""test software"", ""test fixtures"", ""automated testing pipeline"", ""prototype integration"", ""system testing"", ""functional testing"", ""use case validation"", ""test automation software"", ""test data logging""]","[""passion for quality processes"", ""ability to define/design/develop/maintain test equipment""]",7.0,senior
827,"[""C++"", ""Objective-C"", ""Swift"", ""Java""]","[""Cross-platform development"", ""iOS/macOS"", ""Linux"", ""Embedded systems"", ""Distributed systems""]","[""Outstanding communication skills""]",,not specified
828,"[""MATLAB""]","[""SoundCheck"", ""Audio Precision"", ""Audition"", ""HATS"", ""telephony measurements""]","[""Listening skills"", ""Problem diagnosis""]",5.0,senior
829,[],"[""Image Processing"", ""Display Color Processing"", ""Image Scaling"", ""Back-light Control"", ""Contrast Enhancement"", ""Display Color Management"", ""Display Color Calibration"", ""Hardware Architecture Specifications"", ""Signal Processing""]",[],5.0,senior
830,[],"[""macOS architecture""]","[""self-motivated"", ""dedicated"", ""creative thinking"", ""critical thinking"", ""verbal communication"", ""written communication""]",,not specified
831,"[""C"", ""C++"", ""Python""]","[""automated testing"", ""white-box testing"", ""firmware"", ""device driver testing"", ""kernel level test development"", ""power management software"", ""thermal control software"", ""sensor software"", ""x86 platform"", ""ACPI"", ""SMM"", ""PnP"", ""PCIe"", ""JEDEC DDR"", ""UNIX software development"", ""Windows software development""]","[""hands-on approach"", ""teamwork"", ""written communication"", ""verbal communication""]",,not specified
